Video URL,Logo Detected,Detection Details
https://www.youtube.com/watch?v=xzOqV-3HKmI,True,"[('First', ('tiktok19', 'Combined', 60.209494829177856)), ('Middle', ('likee1', 'Combined', 63.02641034126282)), ('Last', ('tiktok19', 'Combined', 61.38184070587158))]"
https://www.youtube.com/watch?v=RBHxN-VU7KQ,True,"[('First', ('tiktok19', 'Combined', 63.25332522392273)), ('Middle', ('likee1', 'Combined', 65.6328022480011)), ('Last', ('tiktok19', 'Combined', 63.90734910964966))]"
https://www.youtube.com/watch?v=RHQxj-5SQGg,True,"[('First', ('tiktok19', 'Combined', 63.65136504173279)), ('Middle', ('tiktok19', 'Combined', 65.65740704536438)), ('Last', ('tiktok19', 'Combined', 63.47616910934448))]"
https://www.youtube.com/watch?v=bzEII-rrkHk,True,"[('First', ('tiktok19', 'Combined', 64.95916247367859)), ('Middle', ('tiktok7', 'Combined', 61.513614654541016)), ('Last', ('tiktok7', 'Combined', 60.6046199798584))]"
https://www.youtube.com/watch?v=PUAkT-ixEag,True,"[('First', ('tiktok19', 'Combined', 61.11844182014465)), ('Middle', ('tiktok19', 'Combined', 61.292362213134766)), ('Last', ('tiktok19', 'Combined', 65.38590788841248))]"
https://www.youtube.com/watch?v=EKJPM-Zx6X4,True,"[('First', ('tiktok', 'Combined', 100.0)), ('Middle', ('likee11', 'Combined', 64.32952880859375)), ('Last', ('likee1', 'Combined', 67.17233657836914))]"
https://www.youtube.com/watch?v=rbnjd-6exlo,True,"[('First', ('tiktok19', 'Combined', 66.92802309989929)), ('Middle', ('likee1', 'Combined', 63.63440752029419)), ('Last', ('likee1', 'Combined', 68.4798002243042))]"
https://www.youtube.com/watch?v=tLrqm-FMn3I,True,"[('First', ('tiktok19', 'Combined', 60.4134202003479)), ('Middle', ('likee1', 'Combined', 65.16307592391968)), ('Last', ('tiktok19', 'Combined', 63.93081545829773))]"
https://www.youtube.com/watch?v=wWhcH-jSi_Q,True,"[('First', ('likee10', 'Combined', 63.9382541179657)), ('Middle', ('likee1', 'Combined', 66.10294580459595)), ('Last', ('tiktok19', 'Combined', 65.28246402740479))]"
https://www.youtube.com/watch?v=uatps-S8oOw,True,"[('First', ('tiktok19', 'Combined', 60.547155141830444)), ('Middle', ('tiktok19', 'Combined', 63.41946721076965)), ('Last', ('tiktok19', 'Combined', 61.11554503440857))]"
https://www.youtube.com/watch?v=Bypdw-z9EAo,True,"[('First', ('tiktok19', 'Combined', 65.91597199440002)), ('Middle', ('tiktok19', 'Combined', 64.3207848072052)), ('Last', ('tiktok19', 'Combined', 63.812291622161865))]"
https://www.youtube.com/watch?v=tkReP-29k6Y,True,"[('First', ('tiktok19', 'Combined', 64.52576518058777)), ('Middle', ('likee1', 'Combined', 72.63770699501038)), ('Last', ('tiktok7', 'Combined', 63.39619159698486))]"
